1	1	1
814	1	137.22
1637	1	-23.585
1687	1	-113.64
1801	1	113.64
2	2	1
815	2	200.95
2701	2	-109.89
2782	2	65.789
3	3	1
816	3	526.32
1473	3	-526.32
4	4	1
1194	4	-714.29
1522	4	-1714.3
2377	4	-1000
817	5	151.52
1021	5	-151.52
1062	6	-41.322
1261	6	-101.01
1296	6	-68.493
1332	6	-163.93
1959	6	-163.93
2094	6	41.322
2095	6	68.493
2096	6	101.01
928	7	-63.291
1759	7	-113.64
2217	7	-63.291
5	8	1
900	8	-38.842
964	8	-50
1178	8	-42.735
1353	8	-37.479
1446	8	-45.045
1975	8	-45.045
2362	8	-46.729
2682	8	42.735
3042	8	-38.842
3043	8	-37.479
1460	9	-70.423
2319	9	-70.423
6	10	1
818	10	403.47
831	10	-256.41
1429	10	-147.06
2755	10	256.41
2952	10	-147.06
1046	11	-57.803
1898	11	50.761
819	12	89.293
2465	12	40.984
2466	12	48.309
7	13	1
1423	13	-45.872
1572	13	-58.48
2219	13	-58.48
2797	13	-45.872
8	14	1
1222	14	-200
1600	14	-42.552
2102	14	200
1613	15	-30.303
2340	15	-103.09
2922	15	256.41
3085	15	-35.844
9	16	1
1054	16	-41.854
1296	16	-138.89
1717	16	-1111.1
1760	16	1111.1
1761	16	138.89
2956	16	41.854
10	17	1
820	17	909.09
1145	17	-909.09
2925	17	-909.09
966	18	-625
2864	18	625
11	19	1
821	19	833.33
1667	19	-833.33
12	20	1
822	20	833.33
1526	20	-833.33
2736	20	833.33
13	21	1
823	21	245.23
1337	21	-17.953
2757	21	227.27
14	22	1
824	22	404.11
933	22	-77.519
1055	22	-50
1172	22	-50.761
1330	22	-31.746
2113	22	-79.365
2291	22	-31.746
2372	22	-77.519
2837	22	50.761
2838	22	50
3067	22	-44.692
3068	22	-46.24
825	23	356.49
1297	23	-82.645
1632	23	-79.027
1912	23	-82.645
2874	23	75.758
3072	23	-38.979
1345	24	-14.881
1458	24	-17.986
2571	24	17.986
15	25	1
826	25	1428.6
2375	25	1428.6
16	26	1
1203	26	-35.336
827	27	163.42
1114	27	-72.464
1287	27	-15.198
2250	27	-15.198
2285	27	-75.758
2495	27	72.464
17	28	1
1006	28	-833.33
2593	28	-2500
2667	28	833.33
18	29	1
828	29	151.14
966	29	-64.935
1625	29	-86.207
2865	29	86.207
2866	29	64.935
829	30	250.07
1309	30	-74.627
19	31	1
830	31	358.73
1688	31	-200
1822	31	-200
924	32	-217.39
1069	32	-256.41
1551	32	-25.641
1872	32	-357.14
1873	32	-256.41
2602	32	48.544
2603	32	54.645
2604	32	25.641
20	33	1
2902	33	33.445
21	34	1
818	34	-256.41
831	34	296.87
963	34	-40.46
2755	34	-256.41
3106	34	40.46
22	35	1
1204	35	-133.33
2368	35	-833.33
2828	35	-133.33
2922	35	-256.41
23	36	1
1257	36	-50.408
1691	36	-113.64
1739	36	-17.637
2445	36	-113.64
2897	36	17.637
832	37	1733
905	37	-666.67
1148	37	-129.87
1309	37	-222.22
2338	37	714.29
24	38	1
833	38	106.38
1289	38	-106.38
2287	38	106.38
25	39	1
834	39	449.49
1882	39	-222.22
835	40	318.09
1333	40	-45.249
1394	40	-41.888
1663	40	-190.49
3083	40	-40.46
3084	40	-41.888
26	41	1
836	41	690.85
1267	41	-256.41
1347	41	-54.645
1409	41	-250
1718	41	-18.975
2739	41	-18.975
2748	41	250
2749	41	56.18
2750	41	54.645
27	42	1
845	42	-16.949
2026	42	-16.949
2670	42	-42.553
28	43	1
837	43	357.14
2710	43	357.14
838	44	412.77
2221	44	212.77
2222	44	200
29	45	1
839	45	909.09
1358	45	-909.09
2728	45	-909.09
987	46	-138.89
1904	46	-138.89
30	47	1
840	47	618.44
923	47	-113.64
1049	47	-82.348
1179	47	-38.148
1562	47	-61.728
1693	47	-161.29
1745	47	-161.29
2042	47	-61.728
2083	47	113.64
2084	47	161.29
2980	47	-38.148
2982	47	-40.46
2983	47	-41.888
972	48	-3333.3
1162	48	-31.348
2383	48	-31.348
2914	48	3333.3
31	49	1
32	50	1
841	50	142.24
1256	50	-46.083
1384	50	-96.154
2587	50	46.083
33	51	1
914	51	-3333.3
1774	51	1666.7
1775	51	1666.7
34	52	1
842	52	114.98
1170	52	-32.154
1617	52	-41.841
1944	52	-40.984
2039	52	41.841
35	53	1
1560	53	-20.492
2641	53	-20.492
36	54	1
1051	54	-80.727
1131	54	-139.68
1145	54	-77.622
1160	54	-78.223
1389	54	-80.086
1508	54	-553.29
1609	54	-37.408
1707	54	-79.455
2236	54	-106.38
2237	54	-90.09
2238	54	-88.496
2918	54	-98.039
2919	54	-131.58
3088	54	77.622
3089	54	80.727
3090	54	82.712
3091	54	78.223
3092	54	80.086
3093	54	69.115
37	55	1
1309	55	-232.56
1601	55	-94.34
2294	55	232.56
38	56	1
843	56	954.82
